YearsExperience,Age,EdLevel,Salary
6.3,34.11,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
3.02,29.73,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
6.3100000000000005,51.02,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3000.0
22.48,38.25,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000.0
3.48,42.62,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6000.0
12.120000000000001,36.49,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3800000.0
12.8,42.98,"Other doctoral degree (Ph.D., Ed.D., etc.)",60000.0
9.26,23.64,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",65000.0
0.88,20.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25500.0
3.94,22.21,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
4.92,28.26,"Other doctoral degree (Ph.D., Ed.D., etc.)",50000.0
11.26,35.29,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5500.0
6.64,32.24,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2400000.0
9.4,37.37,"Professional degree (JD, MD, etc.)",50000.0
9.68,36.65,"Other doctoral degree (Ph.D., Ed.D., etc.)",140000.0
1.62,38.13,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20000.0
6.62,29.54,"Other doctoral degree (Ph.D., Ed.D., etc.)",150000.0
1.69,24.34,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22000.0
8.5,26.01,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",109000.0
9.2,36.1,"Other doctoral degree (Ph.D., Ed.D., etc.)",135000.0
8.56,41.37,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",87000.0
24.16,48.04,"Other doctoral degree (Ph.D., Ed.D., etc.)",160000.0
3.51,33.05,"Other doctoral degree (Ph.D., Ed.D., etc.)",140000.0
9.59,29.49,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3000000.0
13.31,41.26,"Other doctoral degree (Ph.D., Ed.D., etc.)",6000.0
1.16,28.58,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22500.0
7.87,27.09,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18000.0
1.42,20.82,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11000.0
3.09,29.09,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",175000.0
0.75,30.93,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
12.15,44.89,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",85000.0
1.65,26.49,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",700000.0
3.4,41.9,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3500.0
26.53,62.62,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
17.7,33.29,"Other doctoral degree (Ph.D., Ed.D., etc.)",75000.0
6.88,33.93,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",85000.0
2.69,26.97,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",48000.0
5.6899999999999995,45.42,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",130000.0
11.31,34.84,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",300000.0
3.5300000000000002,27.41,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11000.0
10.05,38.98,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1100.0
4.65,31.28,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
10.05,36.37,"Professional degree (JD, MD, etc.)",220000.0
5.32,28.4,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2100.0
5.73,39.01,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",103000.0
21.58,44.85,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",135000.0
3.6100000000000003,27.5,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",130000.0
3.78,27.22,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",102000.0
13.21,24.98,"Other doctoral degree (Ph.D., Ed.D., etc.)",48000.0
6.36,26.35,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8000.0
6.5600000000000005,27.21,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",135000.0
26.86,50.14,Some college/university study without earning a degree,245000.0
3.9,26.08,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",70000.0
39.23,60.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",131311.0
24.38,47.9,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",250000.0
32.78,58.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",176000.0
5.82,30.76,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000000.0
9.61,30.41,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",125000.0
12.28,43.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
9.92,26.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
4.42,28.94,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50000000.0
2.57,33.19,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",59000000.0
0.3899999999999999,16.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30000.0
18.7,44.85,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
9.04,33.68,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",189000.0
2.5300000000000002,20.13,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000.0
7.5,27.02,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
11.6,26.66,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0
9.3,32.94,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39000.0
5.15,26.39,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",48700.0
3.44,34.97,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42000.0
9.72,32.86,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",116600.0
2.07,43.84,"Other doctoral degree (Ph.D., Ed.D., etc.)",54000.0
1.96,21.06,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",360000.0
13.47,36.35,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
11.96,33.82,Some college/university study without earning a degree,70000.0
9.99,37.99,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36000.0
21.72,61.94,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3500.0
10.6,38.72,"Other doctoral degree (Ph.D., Ed.D., etc.)",95000.0
8.43,29.87,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",101000.0
7.37,37.12,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",426.0
4.22,29.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
8.72,40.76,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",800000.0
0.44999999999999996,33.9,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2000.0
5.34,32.22,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
2.98,29.15,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3500.0
26.41,52.51,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55000.0
2.26,30.6,"Other doctoral degree (Ph.D., Ed.D., etc.)",45000.0
34.24,62.06,"Other doctoral degree (Ph.D., Ed.D., etc.)",2500.0
24.49,39.48,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",660000.0
14.64,36.63,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000000.0
10.16,33.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",110000.0
4.29,33.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3000000.0
5.85,24.16,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",105000.0
2.81,30.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
0.45999999999999996,33.91,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1800000.0
4.73,28.08,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
13.3,43.23,"Other doctoral degree (Ph.D., Ed.D., etc.)",500000.0
25.95,49.81,"Other doctoral degree (Ph.D., Ed.D., etc.)",55000.0
3.37,18.99,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",95000.0
6.32,29.68,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500000.0
1.26,28.54,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",101000.0
10.19,25.34,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
4.57,31.86,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",81789.0
9.68,24.24,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",43000.0
2.34,25.9,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
5.05,21.42,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",300000.0
22.79,57.4,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15000.0
7.46,25.8,"Other doctoral degree (Ph.D., Ed.D., etc.)",85000.0
3.6,23.92,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",215000.0
41.36,57.25,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200000.0
2.44,22.37,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3200.0
2.19,29.45,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0
8.23,29.47,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22000.0
8.13,26.23,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3500.0
17.38,44.95,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",175000.0
7.11,42.95,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",135000.0
28.99,50.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",450000.0
9.28,28.43,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
4.33,20.59,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000000.0
3.59,41.69,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",75000.0
19.92,52.93,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000.0
3.29,34.67,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45000.0
34.45,56.08,"Other doctoral degree (Ph.D., Ed.D., etc.)",240000.0
18.86,41.24,"Other doctoral degree (Ph.D., Ed.D., etc.)",130000.0
24.83,39.69,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30000.0
5.89,24.91,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
16.64,45.04,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17000000.0
1.53,18.37,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1650000.0
0.56,44.7,"Other doctoral degree (Ph.D., Ed.D., etc.)",490000.0
5.0,33.11,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
2.21,16.91,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28000.0
1.28,20.88,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
18.23,38.25,Some college/university study without earning a degree,7500.0
4.970000000000001,32.84,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",63000.0
0.99,16.38,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",94000.0
27.69,51.21,"Other doctoral degree (Ph.D., Ed.D., etc.)",450000.0
9.879999999999999,31.02,Some college/university study without earning a degree,40000.0
3.42,29.87,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",81000.0
27.79,36.28,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
19.23,39.86,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
3.69,21.69,"Associate degree (A.A., A.S., etc.)",27000.0
3.81,25.77,"Other doctoral degree (Ph.D., Ed.D., etc.)",61000.0
10.82,34.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",61000.0
33.65,46.92,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",39000.0
2.3200000000000003,18.52,"Associate degree (A.A., A.S., etc.)",35000.0
28.94,48.33,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
12.09,33.86,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",93600.0
2.24,27.99,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1100000.0
9.45,27.71,"Other doctoral degree (Ph.D., Ed.D., etc.)",8000.0
4.3,31.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
25.85,52.05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",110000.0
4.58,41.31,"Other doctoral degree (Ph.D., Ed.D., etc.)",40000.0
5.17,39.59,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3800.0
4.73,32.66,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",183000.0
1.55,27.91,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
11.3,40.11,"Other doctoral degree (Ph.D., Ed.D., etc.)",90000.0
0.08000000000000007,19.67,Primary/elementary school,150000.0
0.5700000000000001,22.31,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0
3.6100000000000003,25.28,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
6.83,49.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",117555.0
11.5,42.36,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4500.0
0.5,41.85,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
20.05,64.42,"Professional degree (JD, MD, etc.)",12000.0
5.7,31.92,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",78000.0
15.86,48.75,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",89000.0
9.56,34.81,"Other doctoral degree (Ph.D., Ed.D., etc.)",480000.0
24.01,40.24,Some college/university study without earning a degree,60000.0
11.59,25.22,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",90000.0
1.19,18.07,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",160000.0
3.7199999999999998,30.36,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35000.0
5.11,26.48,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
1.19,42.71,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
6.26,34.8,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0
4.79,23.72,Some college/university study without earning a degree,150000.0
13.6,47.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
7.77,40.61,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
1.4900000000000002,31.52,Some college/university study without earning a degree,50000.0
18.24,37.14,"Other doctoral degree (Ph.D., Ed.D., etc.)",130000.0
3.63,30.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",85000.0
12.03,40.61,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4000000.0
9.03,34.59,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
4.92,32.58,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
16.75,41.5,"Professional degree (JD, MD, etc.)",110000.0
11.07,34.89,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6580000.0
5.24,28.48,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000.0
1.12,26.39,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3900.0
8.129999999999999,39.32,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
5.72,33.02,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",151000.0
2.0,25.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",275000.0
2.9,43.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
5.99,30.02,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",260000.0
8.86,26.49,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",145000.0
3.88,25.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",52000.0
18.71,36.44,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45000.0
34.88,63.94,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",170000.0
1.63,24.03,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4200000.0
5.55,25.17,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",47000.0
8.15,41.94,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",125000.0
20.75,40.23,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
0.3799999999999999,26.5,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000.0
5.21,39.59,"Other doctoral degree (Ph.D., Ed.D., etc.)",90000.0
7.93,31.58,"Other doctoral degree (Ph.D., Ed.D., etc.)",46000.0
17.31,41.78,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8000.0
4.7,30.21,"Other doctoral degree (Ph.D., Ed.D., etc.)",65000.0
24.92,34.34,"Other doctoral degree (Ph.D., Ed.D., etc.)",6500.0
12.67,44.65,"Other doctoral degree (Ph.D., Ed.D., etc.)",27486.0
26.6,45.99,"Other doctoral degree (Ph.D., Ed.D., etc.)",310000.0
12.74,31.1,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",72000.0
21.07,44.15,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",105000.0
2.91,26.46,"Other doctoral degree (Ph.D., Ed.D., etc.)",82500.0
10.42,38.34,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5500.0
6.62,31.94,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50000.0
5.0,27.05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0
4.66,33.61,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
3.38,30.43,Some college/university study without earning a degree,12500.0
1.5,29.38,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",195000.0
8.03,29.33,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
16.12,38.55,"Other doctoral degree (Ph.D., Ed.D., etc.)",100000.0
17.24,39.13,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000000.0
4.03,27.49,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45000.0
20.11,51.78,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000000.0
4.77,33.63,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",240000.0
20.98,46.58,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
1.21,32.68,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8000.0
1.29,28.73,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",57000.0
10.1,23.86,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55000.0
4.4,34.44,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",101000.0
30.75,52.96,"Other doctoral degree (Ph.D., Ed.D., etc.)",75000.0
4.79,41.7,"Other doctoral degree (Ph.D., Ed.D., etc.)",90000.0
11.48,35.09,"Other doctoral degree (Ph.D., Ed.D., etc.)",150000.0
3.45,30.19,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2000000.0
20.17,39.11,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",167000.0
3.07,35.74,"Other doctoral degree (Ph.D., Ed.D., etc.)",60000.0
3.3,33.35,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",34000.0
2.07,35.06,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4800.0
1.53,25.86,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
7.49,44.22,"Other doctoral degree (Ph.D., Ed.D., etc.)",53000.0
4.55,35.4,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1800000.0
6.33,32.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
24.33,59.09,"Other doctoral degree (Ph.D., Ed.D., etc.)",4500.0
6.17,34.53,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",57000.0
7.21,31.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
2.16,31.8,"Other doctoral degree (Ph.D., Ed.D., etc.)",1500000.0
3.43,37.92,"Other doctoral degree (Ph.D., Ed.D., etc.)",700000.0
1.96,32.32,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
4.46,33.96,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500000.0
0.6699999999999999,22.63,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9000.0
16.36,54.58,"Other doctoral degree (Ph.D., Ed.D., etc.)",900000.0
10.43,43.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
2.22,31.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
8.87,24.43,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
5.72,33.42,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11000000.0
9.08,32.25,Some college/university study without earning a degree,102000.0
16.38,47.23,"Other doctoral degree (Ph.D., Ed.D., etc.)",140000.0
12.99,43.93,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",70000.0
12.66,36.41,"Other doctoral degree (Ph.D., Ed.D., etc.)",160000.0
22.99,35.6,"Associate degree (A.A., A.S., etc.)",100000.0
5.77,34.33,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15500.0
17.59,53.1,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3000.0
0.75,33.35,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",53000.0
5.65,37.37,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",78000.0
8.18,29.79,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",70000.0
3.59,29.44,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40000.0
5.24,32.19,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0
8.91,36.32,"Other doctoral degree (Ph.D., Ed.D., etc.)",178000.0
8.77,31.14,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",135000.0
8.75,36.54,"Other doctoral degree (Ph.D., Ed.D., etc.)",68000.0
4.33,43.58,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",450000.0
5.93,37.35,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0
1.3599999999999999,30.22,"Other doctoral degree (Ph.D., Ed.D., etc.)",2500.0
44.54,62.87,Some college/university study without earning a degree,250000.0
6.2,32.09,"Other doctoral degree (Ph.D., Ed.D., etc.)",175000.0
6.08,27.66,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",250000.0
2.8200000000000003,20.78,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
23.9,35.96,Some college/university study without earning a degree,200000.0
3.2800000000000002,29.67,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",250000.0
6.46,25.05,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18500.0
6.22,20.91,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25500.0
15.06,38.62,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7300.0
4.74,33.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
12.04,51.73,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",81000.0
4.9,34.35,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",300000.0
3.0300000000000002,32.35,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",94000.0
9.03,32.45,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",95000.0
5.2,26.74,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",180000.0
14.93,49.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",325000.0
6.99,37.29,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",115000.0
6.47,25.04,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",107000.0
