YearsExperience,Age,EdLevel,Salary
30.41,65.39,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
23.54,46.15,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",192000.0
11.25,30.84,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",156000.0
7.33,25.17,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500000.0
14.99,40.44,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",110000000.0
5.17,40.55,"Other doctoral degree (Ph.D., Ed.D., etc.)",700000.0
5.71,32.69,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",700.0
5.92,35.27,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
32.74,55.36,Some college/university study without earning a degree,100000.0
20.78,44.4,Some college/university study without earning a degree,1900.0
7.9,30.47,"Other doctoral degree (Ph.D., Ed.D., etc.)",2000.0
18.3,34.21,"Other doctoral degree (Ph.D., Ed.D., etc.)",120000.0
9.91,41.53,"Other doctoral degree (Ph.D., Ed.D., etc.)",80000.0
17.39,42.5,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",41000.0
7.6,31.83,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000000.0
7.04,34.82,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",780000.0
5.07,30.2,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",43977.0
8.85,35.81,Some college/university study without earning a degree,275000.0
4.03,31.69,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",110000.0
6.38,39.64,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
2.56,20.74,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42500.0
3.79,35.13,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0
19.61,55.52,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",143750.0
9.47,31.13,"Other doctoral degree (Ph.D., Ed.D., etc.)",92000.0
9.51,28.75,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1400000.0
40.45,61.56,"Other doctoral degree (Ph.D., Ed.D., etc.)",130000.0
11.2,30.89,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3000000.0
26.26,37.96,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",155000.0
4.3100000000000005,32.35,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",110000.0
8.23,24.39,"Other doctoral degree (Ph.D., Ed.D., etc.)",87000.0
2.08,21.75,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27000.0
21.44,40.95,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",125000.0
18.6,38.91,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
20.43,38.38,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1120000.0
9.93,35.29,"Other doctoral degree (Ph.D., Ed.D., etc.)",120000.0
5.67,26.61,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80000.0
6.86,26.54,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000.0
4.58,30.17,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4000.0
8.43,40.97,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7200.0
4.61,31.53,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0
6.53,33.4,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1800000.0
11.13,33.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
1.21,24.22,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1500000.0
12.06,30.41,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3000.0
2.12,33.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",67000.0
9.19,37.39,"Other doctoral degree (Ph.D., Ed.D., etc.)",170000.0
7.21,38.73,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2000.0
3.82,25.85,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3200.0
3.55,30.94,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1800.0
13.68,35.95,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",103000.0
34.94,63.42,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",300000.0
25.39,45.79,"Other doctoral degree (Ph.D., Ed.D., etc.)",1500000.0
19.51,49.06,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",168000.0
22.49,40.44,Some college/university study without earning a degree,300000.0
13.25,32.8,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12000000.0
4.6899999999999995,29.22,"Other doctoral degree (Ph.D., Ed.D., etc.)",130000.0
18.25,40.04,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
18.72,33.62,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
6.02,32.8,Some college/university study without earning a degree,150000.0
18.61,50.53,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",240000.0
4.19,38.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
4.76,25.59,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000.0
1.4100000000000001,31.97,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",66000.0
6.79,33.01,"Associate degree (A.A., A.S., etc.)",35000.0
15.19,54.19,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",270000.0
8.24,33.02,"Other doctoral degree (Ph.D., Ed.D., etc.)",130000.0
3.84,32.93,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50000.0
6.76,34.84,"Other doctoral degree (Ph.D., Ed.D., etc.)",55000.0
2.79,27.44,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2440.0
24.93,55.04,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
10.55,26.06,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",125000.0
6.95,20.44,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30000.0
0.78,26.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",37000.0
32.28,48.24,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",147000.0
4.63,41.6,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000000.0
15.86,46.87,"Other doctoral degree (Ph.D., Ed.D., etc.)",6500.0
2.98,25.94,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2430.0
2.7,31.35,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12000.0
14.0,34.62,"Other doctoral degree (Ph.D., Ed.D., etc.)",58604.0
3.02,25.53,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
1.25,30.96,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17000.0
7.67,35.53,"Other doctoral degree (Ph.D., Ed.D., etc.)",400000.0
23.29,45.82,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0
2.63,25.61,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2400.0
5.37,34.15,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2600000.0
3.51,25.47,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19000.0
12.89,42.69,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3500000.0
4.41,32.4,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
5.75,33.14,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75000.0
12.24,43.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
2.16,32.49,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000.0
6.22,24.49,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4600.0
18.83,45.37,"Other doctoral degree (Ph.D., Ed.D., etc.)",55000.0
16.73,41.58,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",225000.0
3.3600000000000003,25.24,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2000.0
27.2,52.37,"Professional degree (JD, MD, etc.)",200000.0
4.78,45.99,Some college/university study without earning a degree,155000.0
2.63,23.52,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1100.0
8.02,41.19,Some college/university study without earning a degree,1000000.0
3.41,30.84,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35200000.0
21.37,42.53,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200000.0
3.71,23.97,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",600000.0
3.74,21.28,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",800000.0
8.06,34.49,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4000000.0
7.3100000000000005,42.89,"Other doctoral degree (Ph.D., Ed.D., etc.)",61000.0
3.0300000000000002,24.12,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2100000.0
2.86,23.47,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",280000.0
12.14,33.16,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",140000.0
6.95,24.71,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
11.61,39.17,"Other doctoral degree (Ph.D., Ed.D., etc.)",5000.0
2.65,33.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2000000.0
8.91,28.9,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",52000.0
11.31,32.5,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24000.0
8.49,26.09,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000.0
7.83,30.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",152000.0
31.73,40.89,"Other doctoral degree (Ph.D., Ed.D., etc.)",6200.0
25.22,60.44,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45000.0
1.18,22.23,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17000.0
8.62,30.29,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
13.28,37.31,"Associate degree (A.A., A.S., etc.)",237000.0
4.89,17.9,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15000.0
6.69,27.94,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3000000.0
6.99,25.43,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18000.0
1.27,17.68,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",56000.0
2.1,32.48,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11384.0
12.92,33.78,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",135000.0
5.42,28.93,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
4.48,28.71,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",520000.0
13.61,37.75,"Other doctoral degree (Ph.D., Ed.D., etc.)",55000.0
3.86,28.5,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
4.43,26.3,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
5.3,27.62,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",400000.0
6.17,27.72,"Other doctoral degree (Ph.D., Ed.D., etc.)",72000.0
4.81,31.7,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",400000.0
2.19,30.89,Some college/university study without earning a degree,50000.0
3.44,25.68,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1700.0
8.23,33.2,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3500.0
23.84,38.68,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",46.0
1.75,19.67,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
12.16,30.4,"Other doctoral degree (Ph.D., Ed.D., etc.)",160000.0
7.42,32.61,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2000.0
8.32,32.64,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",43000.0
2.0300000000000002,30.91,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",72000000.0
8.9,30.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80000.0
2.55,28.4,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6500.0
3.6,28.4,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3350.0
3.21,29.39,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3000000.0
8.21,32.9,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
4.85,33.46,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35000000.0
6.48,25.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45000.0
2.6,29.04,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
2.2800000000000002,26.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",127500.0
2.2,18.77,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35000.0
9.98,37.89,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
3.62,25.06,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1700.0
15.33,38.91,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",57000.0
16.93,32.05,"Other doctoral degree (Ph.D., Ed.D., etc.)",6000.0
11.15,27.14,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
10.5,27.83,"Other doctoral degree (Ph.D., Ed.D., etc.)",60000.0
0.74,24.87,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",103000.0
3.2,25.17,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0
18.04,43.97,"Other doctoral degree (Ph.D., Ed.D., etc.)",160000.0
21.48,37.09,"Other doctoral degree (Ph.D., Ed.D., etc.)",4000.0
15.1,47.21,"Other doctoral degree (Ph.D., Ed.D., etc.)",230000.0
17.16,36.15,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",248000.0
11.34,31.7,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10800.0
12.16,36.54,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",98000.0
2.17,20.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",240000.0
4.93,26.3,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",87000.0
1.41,28.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3500.0
6.27,28.43,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000.0
2.11,31.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
7.63,26.12,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
3.4699999999999998,35.44,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",300000.0
6.75,25.01,"Other doctoral degree (Ph.D., Ed.D., etc.)",55000.0
4.48,29.31,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18000.0
19.05,53.87,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
6.15,19.86,Primary/elementary school,122000.0
14.75,36.39,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",216300.0
12.98,36.41,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13000.0
1.44,32.29,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12000.0
7.66,40.11,"Other doctoral degree (Ph.D., Ed.D., etc.)",400000.0
10.67,28.11,"Associate degree (A.A., A.S., etc.)",100.0
1.83,23.58,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1200.0
10.38,32.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",300000000.0
10.65,36.94,"Other doctoral degree (Ph.D., Ed.D., etc.)",80000.0
29.16,47.79,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",160000.0
17.98,46.26,"Other doctoral degree (Ph.D., Ed.D., etc.)",100000.0
5.65,29.99,"Other doctoral degree (Ph.D., Ed.D., etc.)",80000.0
4.29,27.03,"Other doctoral degree (Ph.D., Ed.D., etc.)",200.0
4.7,39.76,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",135000.0
13.34,39.64,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",193000.0
10.16,32.22,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
0.18999999999999995,17.97,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500000.0
3.98,30.09,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3821.0
12.77,26.75,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",237000.0
0.6299999999999999,21.61,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18300.0
1.53,31.33,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38000.0
10.25,28.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
1.09,25.98,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6000.0
7.64,31.02,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",104000.0
0.3,27.31,"Other doctoral degree (Ph.D., Ed.D., etc.)",1000000000000.0
19.73,40.23,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7500.0
1.93,24.91,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6000.0
1.82,31.43,"Other doctoral degree (Ph.D., Ed.D., etc.)",60000.0
19.42,44.48,"Other doctoral degree (Ph.D., Ed.D., etc.)",130000.0
5.73,40.16,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",125000.0
16.23,45.31,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000.0
19.71,54.24,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",115000.0
5.18,28.22,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75000.0
18.46,40.66,Some college/university study without earning a degree,95000.0
3.86,30.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
2.7,26.68,"Other doctoral degree (Ph.D., Ed.D., etc.)",300000.0
20.43,51.71,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13500000.0
4.08,33.68,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2600000.0
7.15,27.95,Primary/elementary school,20.0
0.27,33.6,"Professional degree (JD, MD, etc.)",1120000.0
1.86,18.2,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10300.0
1.05,18.85,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18000.0
3.36,21.46,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2700000.0
1.27,27.28,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200000.0
1.57,34.71,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3500000.0
2.06,19.22,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",60000.0
3.74,27.05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1200000.0
15.12,45.43,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000000.0
2.7199999999999998,30.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1800000.0
0.42000000000000004,28.76,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1500000.0
3.59,29.22,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20000000.0
4.7,25.52,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",480000.0
5.71,27.26,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3500000.0
0.4,27.33,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",75000000.0
0.89,26.48,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0
3.14,31.77,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1050000.0
3.23,18.79,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50000.0
11.71,38.86,"Other doctoral degree (Ph.D., Ed.D., etc.)",50000.0
1.26,30.9,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17000.0
13.74,40.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4880.0
5.72,32.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4200.0
5.03,33.04,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22000.0
14.05,45.38,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",47000.0
7.76,25.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2858.0
2.98,28.67,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12000.0
7.64,28.69,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
3.82,26.2,Some college/university study without earning a degree,100000.0
4.17,30.02,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
8.24,30.45,"Other doctoral degree (Ph.D., Ed.D., etc.)",68000.0
6.71,38.33,"Other doctoral degree (Ph.D., Ed.D., etc.)",3700.0
3.36,26.14,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
4.71,31.38,"Other doctoral degree (Ph.D., Ed.D., etc.)",2500.0
6.53,38.65,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2650000.0
22.82,36.12,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",116000.0
15.75,38.57,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",49015.0
18.29,34.61,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",56700.0
4.65,31.74,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4600.0
3.33,24.11,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",62000.0
7.57,37.22,"Other doctoral degree (Ph.D., Ed.D., etc.)",300000.0
6.9399999999999995,32.95,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
2.35,16.14,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000000.0
12.23,37.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5500.0
7.87,27.38,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
11.28,40.04,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",73700.0
5.51,24.35,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
1.8900000000000001,34.77,"Other doctoral degree (Ph.D., Ed.D., etc.)",24000.0
13.48,43.17,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5200.0
22.33,39.86,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
7.76,28.76,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2800000.0
25.55,47.46,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
16.08,43.37,"Associate degree (A.A., A.S., etc.)",32500.0
4.02,41.58,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",44000.0
4.12,30.71,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24000.0
0.4,25.55,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3300.0
3.82,31.32,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",88000.0
7.1,30.9,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1290.0
21.77,42.47,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",73000.0
1.51,28.33,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
7.85,25.61,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27000.0
1.17,27.93,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40000.0
9.44,41.76,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11500.0
4.69,26.0,Some college/university study without earning a degree,8000.0
29.99,44.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6000.0
4.76,26.81,"Other doctoral degree (Ph.D., Ed.D., etc.)",3000.0
4.5600000000000005,17.93,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",44000.0
23.03,34.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",153000.0
2.96,26.05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",51000.0
4.55,32.25,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",722000.0
6.2,39.83,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50000.0
8.54,36.7,"Other doctoral degree (Ph.D., Ed.D., etc.)",100000.0
4.27,27.2,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2000.0
13.74,36.16,"Other doctoral degree (Ph.D., Ed.D., etc.)",152500.0
13.26,43.13,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",180000.0
6.6,28.27,"Other doctoral degree (Ph.D., Ed.D., etc.)",100000.0
9.95,27.93,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
5.57,27.81,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
5.62,28.16,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
3.79,44.35,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",47500.0
22.23,40.04,Some college/university study without earning a degree,85000.0
2.21,23.47,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
0.79,23.13,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30000.0
14.21,29.04,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
5.32,39.54,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",95000.0
8.64,24.7,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",56000.0
7.16,33.22,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80.0
5.67,25.38,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
2.96,24.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35000.0
4.21,28.53,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3500.0
5.11,32.44,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",44000.0
10.22,36.19,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",67000000.0
6.7,49.43,"Other doctoral degree (Ph.D., Ed.D., etc.)",3000.0
5.26,17.88,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",48000.0
13.8,25.99,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",125000.0
4.11,33.29,Some college/university study without earning a degree,750000.0
4.9,31.24,"Other doctoral degree (Ph.D., Ed.D., etc.)",90000.0
19.84,55.32,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0
18.45,36.13,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000.0
5.5,36.53,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",400000.0
5.99,31.04,"Other doctoral degree (Ph.D., Ed.D., etc.)",4400.0
9.29,23.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3800.0
2.55,19.18,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",48000.0
2.76,31.5,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2200.0
5.54,19.59,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",30000.0
7.6899999999999995,38.02,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75000.0
7.8100000000000005,27.41,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39000.0
3.51,26.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3000000.0
8.29,29.61,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",183000.0
0.12,33.63,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4500.0
8.1,35.73,Some college/university study without earning a degree,12000.0
0.48,24.62,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",90000.0
0.71,30.09,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000.0
9.38,26.14,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",300000.0
8.84,41.77,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",133000.0
